sr_no,state,mp_name,constituency,allocated_amount,project_count,spent_percentage,completion_percentage,state_median,state_mad,deviation_score,is_high_spender,is_low_spender,efficiency_score,financial_risk,duplicate_risk,performance_risk,risk_score,risk_level,risk_explanation,explanation_summary
11,Kerala,ADV K FRANCIS GEORGE,KOTTAYAM,188722256.11,11,89.13799326923763,28.22224541572632,147000000.0,4877316.555000007,8.554346563219937,True,False,0.3166129770330613,80,0,80,52.73,YELLOW,"{'financial': 'Allocation is 3x above the state median threshold: ₹188,722,256.11 > ₹161,631,949.67.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹168,223,231.95 vs ₹53,261,658.27.', 'combined': 'Overall risk level YELLOW from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 80}"
12,Uttar Pradesh,AFZAL ANSARI,GHAZIPUR,220500000.0,6,79.58429723805774,41.03862336987795,147000000.0,1.0,73500000.0,True,False,0.5156623202579843,80,0,80,52.73,YELLOW,"{'financial': 'Allocation is 3x above the state median threshold: ₹220,500,000.00 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹175,483,375.41 vs ₹90,490,164.53.', 'combined': 'Overall risk level YELLOW from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 80}"
13,Jammu And Kashmir,AGA SYED RUHULLAH MEHDI,SRINAGAR,147000000.0,6,83.563184522569,69.27893342529534,147000000.0,1.0,0.0,False,False,0.8290604746709271,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹122,837,881.25 vs ₹101,840,032.14.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
14,Uttarakhand,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,147000000.0,9,75.67461593619905,93.2811011341043,147000000.0,1.0,0.0,False,False,1.2326603839357335,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹111,241,685.43 vs ₹137,123,218.67.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
15,Bihar,Ajay Kumar Mandal,BHAGALPUR,147000000.0,15,77.12241212765264,36.76484718307629,147000000.0,1.0,0.0,False,False,0.4767076932477589,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹113,369,945.83 vs ₹54,044,325.36.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
16,Uttarakhand,Ajay Tamta,ALMORA(SC),147000000.0,7,67.33611262019254,48.21977164863945,147000000.0,1.0,0.0,False,False,0.7161056641422372,20,0,50,28.18,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹98,984,085.55 vs ₹70,883,064.32.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 50}"
17,Uttar Pradesh,AJENDRA SINGH LODHI,HAMIRPUR_UP,147000000.0,9,43.34661914804209,24.551658930380576,147000000.0,1.0,0.0,False,False,0.5664030877824423,20,0,50,28.18,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹63,719,530.15 vs ₹36,090,938.63.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 50}"
18,Uttar Pradesh,AKHILESH YADAV,KANNAUJ,147000000.0,15,39.53316601225208,50.355278730942985,147000000.0,1.0,0.0,False,False,1.273747686065339,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹58,113,754.04 vs ₹74,022,259.73.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
19,Uttar Pradesh,AKSHAYA YADAV,FIROZABAD,147000000.0,8,59.13202998077397,51.52992293728089,147000000.0,1.0,0.0,False,False,0.871438422696383,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹86,924,084.07 vs ₹75,748,986.72.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
20,Manipur,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),147000000.0,9,80.32318320433666,97.6528418284168,147000000.0,1.0,0.0,False,False,1.2157491515244694,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹118,075,079.31 vs ₹143,549,677.49.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
21,Bihar,Alok Kumar Suman,GOPALGANJ (SC),147000000.0,6,47.80644642987704,68.53491245484605,147000000.0,1.0,0.0,False,False,1.433591441593002,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹70,275,476.25 vs ₹100,746,321.31.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
22,Madhya Pradesh,ALOK SHARMA,BHOPAL,147000000.0,13,82.58794836261715,33.18188301265009,147000000.0,1.0,0.0,False,False,0.4017763326309923,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹121,404,284.09 vs ₹48,777,368.03.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
23,Maharashtra,AMAR SHARADRAO KALE,WARDHA,147000000.0,11,37.98052276144918,91.02874885613792,147000000.0,1.0,0.0,False,False,2.0,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹55,831,368.46 vs ₹133,812,260.82.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
24,Assam,AMARSING TISSO,Diphu (ST),147000000.0,7,87.7191703714832,63.69305156324408,147000000.0,1.0,0.0,False,False,0.726101846306907,20,0,50,28.18,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹128,947,180.45 vs ₹93,628,785.80.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 50}"
25,Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,201899064.11,8,59.21530070752027,38.21663007035361,156430260.11,9430260.110000014,4.82158535073535,True,False,0.645384378931308,80,0,50,44.55,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹201,899,064.11 > ₹184,721,040.44.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹119,555,137.94 vs ₹77,159,018.45.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 50}"
26,Maharashtra,Amol Ramsing Kolhe,SHIRUR,147000000.0,7,36.06676280059415,68.21255101981025,147000000.0,1.0,0.0,False,False,1.8912856525811224,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹53,018,141.32 vs ₹100,272,450.00.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
27,Rajasthan,AMRARAM,SIKAR,165691544.11,6,47.098227041668494,86.55154528953118,147000000.0,1.0,18691544.11000001,True,False,1.837681601325624,80,0,0,30.91,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹165,691,544.11 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹78,037,779.63 vs ₹143,408,591.84.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 0}"
28,Punjab,AMRINDER SINGH RAJA WARRING,LUDHIANA,147000000.0,9,51.00001491684581,43.863436893533496,147000000.0,1.0,0.0,False,False,0.8600671385106785,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹74,970,021.93 vs ₹64,479,252.23.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
29,Uttar Pradesh,ANAND BHADAURIYA,DHAURAHRA,147000000.0,9,62.14918681541253,62.38508411300006,147000000.0,1.0,0.0,False,False,1.0037956618529564,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹91,359,304.62 vs ₹91,706,073.65.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
30,Uttar Pradesh,ANAND KUMAR,BAHRAICH(SC),147000000.0,10,59.72696923987074,99.95662350262792,147000000.0,1.0,0.0,False,False,1.673559277739174,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹87,798,644.78 vs ₹146,936,236.55.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
31,Odisha,ANANTA NAYAK,KEONJHAR(ST),147000000.0,11,67.61408101920902,57.7862300590695,147000000.0,1.0,0.0,False,False,0.8546478660658354,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹99,392,699.10 vs ₹84,945,758.19.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
32,Tamil Nadu,Andimuthu Raja,NILGIRIS(SC),147000000.0,15,87.43684971029512,25.19297804635336,147000000.0,1.0,0.0,False,False,0.2881276959294091,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹128,532,169.07 vs ₹37,033,677.73.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
33,Meghalaya,ANDREW J. SYNGKON,SHILLONG,98000000.0,15,45.00914203452609,41.4091346686147,122500000.0,24500000.0,-1.0,False,False,0.9200160855510228,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹122,500,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹44,108,959.19 vs ₹40,580,951.98.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
34,Manipur,ANGOMCHA BIMOL AKOIJAM,INNER MANIPUR,147000000.0,12,57.37253541710863,89.88664955420272,147000000.0,1.0,0.0,False,False,1.566719143588664,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹84,337,627.06 vs ₹132,133,374.84.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
35,Uttarakhand,ANIL BALUNI,GARHWAL,147000000.0,9,32.89871348098118,65.72582991606092,147000000.0,1.0,0.0,False,False,1.9978237128955565,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹48,361,108.82 vs ₹96,616,969.98.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
36,Maharashtra,ANIL YESHWANT DESAI,MUMBAI SOUTH CENTRAL,147000000.0,6,40.91239029776155,40.00239147038034,147000000.0,1.0,0.0,False,False,0.97775737812535,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹60,141,213.74 vs ₹58,803,515.46.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
37,Madhya Pradesh,ANITA NAGARSINGH CHOUHAN,RATLAM(ST),147000000.0,5,42.99478232960031,85.53800043006908,147000000.0,1.0,0.0,False,False,1.9894972318810729,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹63,202,330.02 vs ₹125,740,860.63.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
38,Odisha,ANITA SUBHADARSHINI,ASKA,147000000.0,15,73.54472235745118,92.06316800865676,147000000.0,1.0,0.0,False,False,1.2517984303645877,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹108,110,741.87 vs ₹135,332,856.97.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
39,Jharkhand,Annpurna Devi,KODARMA,166665931.8,8,57.17893868974945,92.52262339745852,147000000.0,1.0,19665931.80000001,True,False,1.6181241820433645,80,0,0,30.91,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹166,665,931.80 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹95,297,810.96 vs ₹154,203,692.41.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 0}"
40,Uttar Pradesh,ANOOP PRADHAN BALMIKI,HATHRAS (SC),147000000.0,9,44.07663922129996,45.69265959867634,147000000.0,1.0,0.0,False,False,1.0366638746947714,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹64,792,659.66 vs ₹67,168,209.61.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
41,Kerala,Anto Antony,PATHANAMTHITTA,147000000.0,6,37.00425205522095,72.709011221098,147000000.0,4877316.555000007,0.0,False,False,1.964882606263608,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹54,396,250.52 vs ₹106,882,246.50.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
42,Maharashtra,ANUP SANJAY DHOTRE,AKOLA,147000000.0,11,92.9420163384113,96.78620790946162,147000000.0,1.0,0.0,False,False,1.0413611811159038,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹136,624,764.02 vs ₹142,275,725.63.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
43,Uttar Pradesh,Anurag Sharma,JHANSI,147000000.0,7,85.46288419394853,60.63684626107011,147000000.0,1.0,0.0,False,False,0.7095108810447062,20,0,50,28.18,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹125,630,439.77 vs ₹89,136,164.00.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 50}"
44,Himachal Pradesh,Anurag Singh Thakur,HAMIRPUR_HP,149570117.11,12,83.07097011322061,96.5680998043233,151567037.11,3281978.555000007,-0.6084500451588098,False,False,1.162477092451273,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹151,567,037.11.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹124,249,347.28 vs ₹144,437,019.97.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
45,Andhra Pradesh,Appalanaidu Kalisetti,VIZIANAGARAM,147000000.0,15,32.24780371015505,96.21245143007046,156430260.11,9430260.110000014,-1.0,False,False,2.0,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹156,430,260.11.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹47,404,271.45 vs ₹141,432,303.60.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
46,Bihar,ARUN BHARTI,JAMUI(SC),194924621.11,15,87.9228033844357,45.53915787967148,147000000.0,1.0,47924621.110000014,True,False,0.5179447893688627,80,0,80,52.73,YELLOW,"{'financial': 'Allocation is 3x above the state median threshold: ₹194,924,621.11 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹171,383,191.37 vs ₹88,767,030.95.', 'combined': 'Overall risk level YELLOW from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 80}"
47,Uttar Pradesh,ARUN GOVIL,MEERUT,147000000.0,13,43.89357155205583,66.10747419669806,147000000.0,1.0,0.0,False,False,1.5060855578429644,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹64,523,550.18 vs ₹97,177,987.07.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
48,Tamil Nadu,ARUN NEHRU,PERAMBALUR,147000000.0,10,83.39490046005209,31.00013181846066,147000000.0,1.0,0.0,False,False,0.371726947900254,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹122,590,503.68 vs ₹45,570,193.77.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
49,Telangana,ARUNA. D. K,MAHABUBNAGAR,147000000.0,12,66.01655165769492,32.50221155155841,147000000.0,1.0,0.0,False,False,0.4923342818644472,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹97,044,330.94 vs ₹47,778,250.98.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
